,count,URL
0,1,https://ClinicalTrials.gov/show/NCT05193877
1,1,https://ClinicalTrials.gov/show/NCT02443961
2,1,https://ClinicalTrials.gov/show/NCT02413450
3,1,https://ClinicalTrials.gov/show/NCT02414269
4,1,https://ClinicalTrials.gov/show/NCT02414295
5,1,https://ClinicalTrials.gov/show/NCT02417311
6,1,https://ClinicalTrials.gov/show/NCT02418325
7,1,https://ClinicalTrials.gov/show/NCT02421484
8,1,https://ClinicalTrials.gov/show/NCT02439450
9,1,https://ClinicalTrials.gov/show/NCT02439541
10,1,https://ClinicalTrials.gov/show/NCT02440074
11,1,https://ClinicalTrials.gov/show/NCT02442037
12,1,https://ClinicalTrials.gov/show/NCT02442817
13,1,https://ClinicalTrials.gov/show/NCT02444455
14,1,https://ClinicalTrials.gov/show/NCT02412462
15,1,https://ClinicalTrials.gov/show/NCT02444858
16,1,https://ClinicalTrials.gov/show/NCT02445547
17,1,https://ClinicalTrials.gov/show/NCT02448121
18,1,https://ClinicalTrials.gov/show/NCT02448849
19,1,https://ClinicalTrials.gov/show/NCT02449005
20,1,https://ClinicalTrials.gov/show/NCT02450240
21,1,https://ClinicalTrials.gov/show/NCT02456350
22,1,https://ClinicalTrials.gov/show/NCT02460770
23,1,https://ClinicalTrials.gov/show/NCT02462330
24,1,https://ClinicalTrials.gov/show/NCT02464956
25,1,https://ClinicalTrials.gov/show/NCT02467387
26,1,https://ClinicalTrials.gov/show/NCT02412735
27,1,https://ClinicalTrials.gov/show/NCT02410239
28,1,https://ClinicalTrials.gov/show/NCT02469207
29,1,https://ClinicalTrials.gov/show/NCT02384018
30,1,https://ClinicalTrials.gov/show/NCT02352077
31,1,https://ClinicalTrials.gov/show/NCT02359929
32,1,https://ClinicalTrials.gov/show/NCT02362646
33,1,https://ClinicalTrials.gov/show/NCT02364713
34,1,https://ClinicalTrials.gov/show/NCT02365142
35,1,https://ClinicalTrials.gov/show/NCT02368587
36,1,https://ClinicalTrials.gov/show/NCT02375568
37,1,https://ClinicalTrials.gov/show/NCT02378974
38,1,https://ClinicalTrials.gov/show/NCT02379442
39,1,https://ClinicalTrials.gov/show/NCT02381366
40,1,https://ClinicalTrials.gov/show/NCT02382874
41,1,https://ClinicalTrials.gov/show/NCT02384499
42,1,https://ClinicalTrials.gov/show/NCT02409940
43,1,https://ClinicalTrials.gov/show/NCT02387151
44,1,https://ClinicalTrials.gov/show/NCT02387749
45,1,https://ClinicalTrials.gov/show/NCT02393703
46,1,https://ClinicalTrials.gov/show/NCT02395029
47,1,https://ClinicalTrials.gov/show/NCT02396056
48,1,https://ClinicalTrials.gov/show/NCT02398370
49,1,https://ClinicalTrials.gov/show/NCT02398604
50,1,https://ClinicalTrials.gov/show/NCT02398656
51,1,https://ClinicalTrials.gov/show/NCT02403947
52,1,https://ClinicalTrials.gov/show/NCT02407470
53,1,https://ClinicalTrials.gov/show/NCT02408432
54,1,https://ClinicalTrials.gov/show/NCT02468492
55,1,https://ClinicalTrials.gov/show/NCT02472002
56,1,https://ClinicalTrials.gov/show/NCT02589119
57,1,https://ClinicalTrials.gov/show/NCT02574390
58,1,https://ClinicalTrials.gov/show/NCT02557724
59,1,https://ClinicalTrials.gov/show/NCT02561767
60,1,https://ClinicalTrials.gov/show/NCT02563340
61,1,https://ClinicalTrials.gov/show/NCT02563366
62,1,https://ClinicalTrials.gov/show/NCT02564328
